City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
Noida,Sector 150,1337,5,5,2,No,17,22,0,Unfurnished,West,No,Yes,Yes,Yes,Yes,Yes,9.13,3.24,5.61,9.74,9.63,0.99,12523776
Noida,Sector 78,4121,4,3,1,Yes,7,10,20,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,4.76,2.73,1.23,8.76,3.98,2.26,37137091
Greater Noida,Gamma 1,4299,3,3,3,No,22,29,21,Unfurnished,South,No,Yes,No,No,Yes,Yes,2.11,1.79,4.83,8.81,3.98,7.55,29417682
Faridabad,Sector 37,4367,1,2,0,Yes,12,20,13,Semi-Furnished,South,Yes,Yes,No,Yes,No,No,4.82,5.39,5.08,6.82,12.57,13.44,22488816
Greater Noida,Alpha 1,1854,5,5,1,Yes,2,16,2,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,10.58,5.86,2.03,5.59,11.26,8.69,13679587
Delhi,Rohini,3313,1,2,0,Yes,24,29,12,Fully Furnished,South,Yes,Yes,No,Yes,Yes,No,5.49,6.41,5.98,9.6,6.08,7.65,54633657
Ghaziabad,Raj Nagar,1189,5,5,1,Yes,0,15,9,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,8.01,2.03,3.76,4.99,6.76,3.04,12189610
Ghaziabad,Raj Nagar,1487,2,2,1,No,14,30,20,Fully Furnished,North,Yes,Yes,No,No,No,No,7.36,1.21,5.24,7.07,7.37,6.99,13142025
Greater Noida,Knowledge Park,905,5,4,0,No,22,23,23,Unfurnished,West,No,Yes,Yes,Yes,No,No,0.73,5.74,5.01,1.18,7.31,10.3,9037589
Faridabad,NIT,3990,4,4,0,Yes,8,18,24,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,11.38,3.38,3.13,1.72,12.25,12.72,31513507
Noida,Sector 62,2145,5,4,1,Yes,0,11,8,Semi-Furnished,East,No,Yes,No,No,Yes,Yes,1.89,4.35,4.15,8.42,6.94,15.26,18614039
Ghaziabad,Kaushambi,3502,1,1,1,No,12,17,6,Unfurnished,South,No,Yes,Yes,No,Yes,Yes,5.5,0.28,1.95,0.52,14.71,11.26,21013262
Delhi,Janakpuri,3835,1,2,3,No,25,26,17,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,6.49,4.3,1.91,7.91,11.43,6.57,41287426
Delhi,Dwarka,1739,4,4,1,No,14,21,22,Unfurnished,West,No,Yes,Yes,Yes,Yes,No,5.53,6.39,5.15,3.01,11.64,6.31,16742344
Faridabad,Green Fields,4271,2,2,3,No,19,22,17,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,Yes,1.14,2.29,5.75,2.9,14.03,18.79,36812982
Ghaziabad,Raj Nagar,800,3,3,2,Yes,12,26,14,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,No,8.98,0.34,5.06,9.16,14.98,6.39,5761456
Gurugram,Sohna Road,719,1,1,2,Yes,24,27,19,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,1.46,7.2,1.96,3.41,7,10.91,9397282
Greater Noida,Beta 2,1704,3,2,0,Yes,14,22,9,Semi-Furnished,East,No,Yes,No,Yes,Yes,Yes,2.36,7.73,0.27,1.8,1.52,5.03,18769859
Delhi,Rohini,1379,3,3,1,No,3,15,20,Semi-Furnished,West,No,Yes,No,No,Yes,No,3.36,3.01,5.48,9.4,8.54,18.61,18184535
Gurugram,Golf Course Road,913,3,2,2,No,15,22,18,Unfurnished,South,No,Yes,No,Yes,No,Yes,11.2,3.39,4.36,9.25,6.44,15.23,8998308
Noida,Sector 78,2326,1,1,3,No,13,25,6,Semi-Furnished,South,No,Yes,Yes,No,No,No,3.72,5.88,5.38,4.41,5,9.33,17841653
Gurugram,DLF Phase 3,2763,3,3,1,No,24,25,12,Fully Furnished,North,No,Yes,No,No,No,Yes,4.15,0.62,2.51,3.07,0.77,2.81,29867914
Ghaziabad,Kaushambi,1922,1,2,3,Yes,24,28,16,Fully Furnished,East,Yes,Yes,Yes,No,Yes,Yes,4.7,6,4.06,9.62,5.27,4.17,11446657
Greater Noida,Knowledge Park,1640,4,3,2,Yes,2,21,7,Semi-Furnished,South,Yes,Yes,No,Yes,No,Yes,7.98,2.59,5.93,7.79,7.69,17.46,14922200
Faridabad,Sector 21,2273,1,1,0,No,18,30,20,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,3.61,5.5,5.82,6.11,13.72,7.3,11039628
Faridabad,Sector 15,863,5,5,1,No,16,18,18,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,No,7.25,7.65,2.2,3.42,9.19,18.26,6053763
Delhi,Janakpuri,3756,4,4,2,Yes,15,28,12,Fully Furnished,South,No,Yes,No,No,Yes,No,0.3,5.8,0.91,9.54,1.39,2.79,43165065
Greater Noida,Beta 2,1696,5,4,3,Yes,14,30,20,Fully Furnished,South,No,Yes,No,No,No,Yes,0.29,5.22,3.55,1.09,4.7,14.52,13343053
Delhi,Rohini,884,1,1,3,No,13,24,5,Fully Furnished,North,Yes,Yes,No,Yes,No,No,11.9,7.82,4.31,8.51,2.76,7.84,15905084
Delhi,Saket,3603,1,1,0,No,22,24,6,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,11.36,6.67,5.68,1.48,12.02,18.36,39479488
Delhi,Rohini,3950,5,5,2,Yes,17,22,15,Semi-Furnished,West,No,Yes,No,Yes,No,No,2.43,1.03,3.93,6.08,6.89,15.63,45726106
Delhi,Dwarka,3507,1,2,2,Yes,18,23,14,Semi-Furnished,South,Yes,Yes,No,No,No,Yes,10.1,3.6,1.25,9.66,5.55,3.8,43382347
Noida,Sector 78,964,1,2,2,No,12,24,16,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,4.24,5.88,0.32,3.54,7.32,15.14,12098561
Ghaziabad,Crossings Republik,3629,1,1,2,No,19,24,13,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,6.87,2.33,1.47,2.77,2.59,9.86,31513160
Gurugram,Sohna Road,827,1,1,2,Yes,11,18,21,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,2.93,4.89,1.87,1.95,3.33,3.91,7640823
Noida,Sector 62,653,3,2,0,Yes,4,18,11,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,0.64,5.39,0.73,5.91,3.67,3.42,7394944
Greater Noida,Alpha 1,1022,5,4,0,No,22,29,9,Semi-Furnished,North,No,Yes,Yes,No,No,No,11.44,1.16,0.26,4.22,6.06,12.63,9956192
Delhi,Pitampura,2590,2,2,0,No,17,29,18,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,5.46,1.73,2.47,5.66,6.77,1.18,38577396
Greater Noida,Gamma 1,1636,3,2,2,Yes,18,30,18,Unfurnished,East,No,Yes,Yes,No,Yes,No,1,5.23,2.65,8.9,12.63,11.26,14131699
Delhi,Janakpuri,1450,4,4,3,Yes,17,27,23,Semi-Furnished,North,No,Yes,Yes,No,No,No,3.43,3.36,5.95,7.03,7.54,19.2,21055544
Ghaziabad,Raj Nagar,2496,1,2,3,No,17,24,17,Semi-Furnished,North,No,Yes,No,Yes,No,No,5.81,5.83,4.21,9.18,14.65,6.65,16599144
Noida,Sector 137,1981,3,3,1,No,14,18,0,Semi-Furnished,North,No,Yes,No,No,No,Yes,4.34,1.06,2,8.45,13.58,12.06,18366519
Faridabad,Sector 37,2479,4,4,2,No,4,5,11,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,5.44,0.86,2.93,4.76,2.15,19.07,22143254
Ghaziabad,Raj Nagar,1226,5,4,2,No,15,24,7,Semi-Furnished,South,Yes,Yes,Yes,No,No,No,10.72,3.41,4.94,6.31,11.31,3.4,12413095
Delhi,Saket,945,5,4,0,No,20,25,22,Unfurnished,West,Yes,Yes,No,No,No,Yes,10.58,2.92,5.46,9.88,7.21,8.67,15274363
Delhi,Dwarka,3049,3,3,0,Yes,23,27,5,Unfurnished,East,No,Yes,No,Yes,No,No,7.5,4.66,5.05,1.62,2.53,19.92,55079654
Gurugram,DLF Phase 3,3661,2,1,1,Yes,0,27,13,Semi-Furnished,West,No,Yes,Yes,No,No,No,3.83,2.59,3.83,4.16,5.38,18.46,42944564
Greater Noida,Pari Chowk,4428,4,4,0,Yes,19,26,24,Unfurnished,West,Yes,Yes,No,Yes,No,No,0.47,1.03,5.48,7.11,1.54,19.84,31529620
Noida,Sector 50,2308,2,2,3,No,4,29,0,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,4.18,2.56,4.06,9.35,14.81,6.12,21794593
Greater Noida,Beta 2,3552,4,4,2,Yes,5,8,25,Unfurnished,North,Yes,Yes,Yes,No,No,Yes,5.61,6.15,0.56,9.45,9.28,16.71,20637001
Noida,Sector 62,2525,5,4,0,No,15,23,8,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,0.92,0.27,2.13,8.48,11.25,8.62,35278621
Faridabad,Green Fields,819,2,1,2,Yes,22,28,19,Unfurnished,South,No,Yes,No,Yes,Yes,Yes,7.1,6.03,4.49,6.99,7.73,18.05,4447411
Faridabad,Sector 15,746,3,2,1,No,6,27,11,Unfurnished,North,Yes,Yes,No,No,No,Yes,2.38,1.07,4.43,0.96,6.85,5.75,7138480
Delhi,Saket,1184,4,3,3,No,4,27,25,Unfurnished,East,Yes,Yes,No,Yes,No,No,0.2,7.93,2.73,2.93,11.21,5.8,12496108
Noida,Sector 62,621,3,2,3,Yes,7,29,22,Semi-Furnished,North,Yes,Yes,No,Yes,No,Yes,10.08,2.3,4.14,2.74,1.75,17.69,7690640
Faridabad,Green Fields,2367,5,5,0,Yes,15,26,2,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,Yes,2.48,4.96,2.06,6.53,7.27,2.83,22588303
Faridabad,Sector 37,3098,5,4,1,Yes,12,14,13,Unfurnished,East,No,Yes,Yes,Yes,Yes,No,10.16,2.43,3.45,6.71,12.67,1.08,17655952
Noida,Sector 150,1521,1,1,3,Yes,0,30,23,Semi-Furnished,South,No,Yes,No,No,Yes,No,8.42,5.41,0.73,8.09,6.4,6.87,11903977
Noida,Sector 62,1909,5,5,3,No,24,27,19,Semi-Furnished,West,No,Yes,No,No,Yes,No,4.07,0.9,1.79,3.46,12.94,11.18,19253406
Gurugram,Sohna Road,4384,2,2,2,Yes,7,14,8,Unfurnished,East,Yes,Yes,Yes,Yes,No,Yes,7.74,7.94,6,7.35,5.62,17.54,74421058
Delhi,Rohini,2406,3,3,3,Yes,22,25,8,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,8.86,4.48,5.77,5.67,8.71,1.25,44222270
Faridabad,NIT,618,5,4,2,No,19,30,5,Unfurnished,North,Yes,Yes,Yes,Yes,Yes,No,5.12,0.7,1.28,4.61,7.94,2.13,6173332
Faridabad,Sector 37,551,4,3,2,Yes,14,15,23,Unfurnished,East,Yes,Yes,Yes,Yes,No,Yes,2.66,1.07,2.93,9.97,14.7,16.39,4321578
Ghaziabad,Raj Nagar,4441,2,1,0,No,10,16,15,Fully Furnished,South,Yes,Yes,No,No,No,Yes,6.9,0.35,3.67,4.53,2.5,15.48,38200100
Delhi,Saket,4073,2,1,0,No,17,25,2,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,2.48,6.9,4.68,1.89,1.29,1.75,60792410
Gurugram,Sector 57,3682,5,5,2,Yes,9,30,21,Semi-Furnished,East,No,Yes,No,Yes,Yes,Yes,7.72,4.75,4.35,6.45,5.19,12.45,38962581
Delhi,Janakpuri,1280,1,1,1,Yes,24,27,3,Fully Furnished,East,No,Yes,No,Yes,Yes,No,10.9,6.67,3.89,5.98,6.52,7.64,21501821
Faridabad,Sector 21,475,1,1,0,Yes,5,7,8,Unfurnished,South,No,Yes,Yes,No,Yes,No,2.95,3.19,2.72,0.85,3.56,17.42,3547844
Gurugram,DLF Phase 1,1360,1,1,3,Yes,8,19,8,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,0.63,1.51,1.96,1.52,1.2,7.79,19966888
Ghaziabad,Vaishali,2789,4,4,0,No,2,18,16,Fully Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,0.75,5.54,5.36,2.07,9.41,18.16,21559244
Delhi,Janakpuri,1246,4,4,3,Yes,11,30,20,Fully Furnished,South,No,Yes,Yes,No,Yes,No,6.91,7.86,0.59,0.56,7.36,7.36,15478623
Delhi,Pitampura,953,5,5,3,Yes,20,25,11,Unfurnished,East,Yes,Yes,Yes,No,Yes,No,5.03,2.4,1.86,8.02,2.26,13.2,14672929
Faridabad,Sector 37,2587,3,3,0,Yes,22,30,2,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,Yes,8.06,1.3,5.97,4.52,13.2,18.13,14950116
Gurugram,Sohna Road,1543,4,3,3,No,24,25,0,Unfurnished,East,Yes,Yes,Yes,No,Yes,Yes,8.85,6.23,5.42,2.34,0.96,9.56,20993728
Delhi,Rohini,3038,1,2,3,No,10,11,17,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,6.48,3.31,5.29,6,8.6,0.79,50466416
Ghaziabad,Indirapuram,2696,2,1,0,Yes,11,15,24,Unfurnished,North,No,Yes,No,Yes,No,Yes,10.82,1.45,2.94,0.84,3.75,18.34,17469773
Delhi,Janakpuri,1969,1,2,0,Yes,12,25,17,Unfurnished,East,No,Yes,No,Yes,Yes,Yes,10.85,2.7,3.32,1.33,13.14,17,23768978
Faridabad,NIT,3645,2,2,3,Yes,19,27,0,Semi-Furnished,South,Yes,Yes,No,No,Yes,Yes,0.75,0.61,4.64,0.76,4.83,16.77,30145365
Greater Noida,Pari Chowk,3885,5,5,1,Yes,6,15,7,Unfurnished,North,No,Yes,No,No,Yes,Yes,6.97,5.16,3.45,6.34,14.31,18.99,36677512
Faridabad,Sector 15,4356,2,2,0,Yes,1,4,7,Unfurnished,South,Yes,Yes,Yes,No,Yes,No,2.12,3.89,2.65,5.53,1.82,5.28,37495004
Faridabad,NIT,2979,2,1,1,Yes,8,20,1,Fully Furnished,East,No,Yes,Yes,No,No,Yes,0.8,7.57,4.61,2.55,7.71,10.22,17801507
Gurugram,DLF Phase 3,642,3,2,0,Yes,13,19,19,Fully Furnished,South,Yes,Yes,Yes,Yes,No,Yes,6.69,2.96,0.54,3.55,1,3.29,10890800
Ghaziabad,Kaushambi,3175,4,3,1,Yes,25,27,24,Unfurnished,South,Yes,Yes,Yes,Yes,No,Yes,9.31,5.12,1.65,7.77,8.49,18.7,25033575
Gurugram,Sector 57,2445,3,3,2,Yes,14,26,10,Fully Furnished,West,Yes,Yes,Yes,No,No,Yes,7.56,0.45,1.42,5.81,10.45,12.13,41010741
Greater Noida,Beta 2,3897,4,4,0,No,14,18,24,Unfurnished,North,No,Yes,Yes,Yes,Yes,No,2.96,0.41,2.55,2.44,6.83,2.32,24314700
Gurugram,Sohna Road,1510,1,2,0,No,22,26,13,Semi-Furnished,West,No,Yes,No,No,No,No,1.61,4.23,2.85,5.65,14.66,14.24,15817714
Faridabad,Sector 21,1630,3,2,3,Yes,13,23,8,Fully Furnished,North,No,Yes,No,Yes,Yes,Yes,2.66,3.91,1.32,4.61,10.37,3.77,11486933
Greater Noida,Beta 2,1681,4,4,3,No,11,22,24,Unfurnished,North,No,Yes,No,No,Yes,Yes,8.5,1.68,2.19,7.33,10.82,2.38,11604043
Greater Noida,Alpha 1,3528,3,3,2,Yes,14,29,24,Unfurnished,East,Yes,Yes,No,Yes,No,No,5.24,2.95,5.91,5.5,13.19,16.98,28019512
Delhi,Rohini,2258,4,3,0,No,10,29,20,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,Yes,9.31,2.99,0.36,2.33,6.73,10.76,23244199
Greater Noida,Knowledge Park,2424,4,3,2,No,11,14,9,Semi-Furnished,East,No,Yes,No,No,Yes,No,3.11,2.22,4.6,4.35,8.3,9.5,21017219
Faridabad,Green Fields,1507,5,4,0,Yes,18,27,19,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,2.74,1.14,4.59,2.26,6.81,13.14,10747421
Greater Noida,Alpha 1,4311,3,3,3,Yes,3,22,18,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,8.4,3.81,5.92,3.37,9.01,6.51,26478216
Ghaziabad,Raj Nagar,621,2,2,0,No,0,16,25,Semi-Furnished,East,No,Yes,No,No,No,Yes,2.96,4.86,4.79,1.35,2.75,5.07,5122035
Delhi,Pitampura,2975,4,3,2,No,1,24,23,Semi-Furnished,West,No,Yes,Yes,No,No,No,0.86,1.19,5.49,9.58,2.58,4.82,34926581
Delhi,Janakpuri,1949,1,1,0,No,16,24,8,Semi-Furnished,South,Yes,Yes,No,No,No,No,6.61,1.09,2.28,1.08,3.98,5.41,33674824
Ghaziabad,Raj Nagar,1963,5,4,1,Yes,14,27,12,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,Yes,1.58,5.73,1.56,8.01,5.05,1.31,19168917
Ghaziabad,Crossings Republik,1470,4,3,0,Yes,21,30,12,Unfurnished,East,No,Yes,Yes,No,Yes,No,3.98,3.44,5.6,5.73,6,10.52,11848703
Noida,Sector 78,3920,2,1,3,Yes,6,28,11,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,10.65,6.16,5.81,8.34,2.63,10.01,29487309
Noida,Sector 150,956,4,4,1,Yes,13,20,11,Unfurnished,North,Yes,Yes,Yes,No,Yes,Yes,11.73,5.61,2.36,9.68,12.19,1.3,12481135
Delhi,Saket,3659,4,3,1,Yes,11,17,10,Fully Furnished,West,No,Yes,Yes,No,Yes,No,2.11,5.4,0.69,6.53,12.1,6,61643250
Ghaziabad,Vaishali,2742,5,5,2,Yes,24,29,9,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,5.6,3.66,4.17,3.59,10.32,10.52,20035162
Greater Noida,Pari Chowk,3288,4,4,3,No,25,30,13,Unfurnished,South,Yes,Yes,No,No,No,No,11.87,3.79,5.79,6.5,14.87,10.69,19157735
Ghaziabad,Vaishali,2388,3,3,0,No,23,26,25,Unfurnished,North,Yes,Yes,No,Yes,No,No,7.58,1.01,2.21,1.52,12.43,5.97,16546698
Noida,Sector 78,2048,2,1,3,Yes,2,22,8,Unfurnished,East,No,Yes,Yes,No,No,Yes,5.17,6.23,4.9,6.75,14.63,16.6,23752579
Ghaziabad,Vaishali,3665,2,2,3,No,1,23,13,Semi-Furnished,North,Yes,Yes,No,No,No,No,0.94,3.48,1.31,4.73,10.63,12.32,22238332
Ghaziabad,Indirapuram,3980,3,2,2,Yes,14,30,21,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,0.89,2.82,0.42,9.46,11.55,14.47,24406453
Delhi,Rohini,1687,3,3,2,No,18,22,12,Semi-Furnished,West,No,Yes,No,Yes,No,No,3.22,2.25,5.43,3.5,6.06,4.91,20689023
Noida,Sector 62,2250,3,3,0,Yes,8,12,6,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,7.05,6.75,1.83,2.35,13.87,12.45,30014525
Noida,Sector 150,580,5,4,1,Yes,9,29,14,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,4.13,7.9,2.8,8.03,4.21,16.89,9750930
Gurugram,DLF Phase 3,3454,1,1,3,No,25,27,25,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,2.72,6.77,4.31,4.83,10.94,4.34,52625261
Ghaziabad,Kaushambi,3469,2,1,0,No,8,22,16,Semi-Furnished,West,Yes,Yes,Yes,No,No,No,10.25,2.42,2.91,1.96,2,1.89,22834199
Delhi,Pitampura,1280,3,2,0,No,21,26,23,Semi-Furnished,South,No,Yes,No,Yes,Yes,Yes,2.65,6.33,3.98,0.73,13.82,11.94,15877319
Delhi,Janakpuri,2483,1,1,2,Yes,9,14,5,Semi-Furnished,South,Yes,Yes,No,Yes,No,Yes,4.5,7.91,5.07,6.07,6.53,15.48,35717333
Noida,Sector 62,4174,5,5,2,No,18,26,25,Unfurnished,North,No,Yes,No,Yes,Yes,Yes,9.51,0.61,4.01,2.3,7.42,12.27,47878790
Faridabad,NIT,837,4,3,3,No,25,27,25,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,No,3.96,2.74,2.24,7.88,11.25,9.63,5363980
Noida,Sector 150,3095,2,2,3,No,22,25,11,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,7.67,3.88,2.92,5.77,4.48,8.85,38073673
Gurugram,Sector 57,1226,4,3,0,No,5,8,0,Semi-Furnished,West,No,Yes,Yes,No,No,Yes,5.04,7.89,3.82,3.66,9.17,19.61,20798517
Faridabad,NIT,1255,2,1,3,Yes,3,21,17,Unfurnished,East,No,Yes,Yes,Yes,No,No,7.25,6.97,5.37,1.7,1.55,2.18,6110451
Noida,Sector 62,636,1,2,3,No,2,22,11,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,No,11.77,1.99,0.54,0.57,13.3,8.93,9357110
Delhi,Saket,4307,5,5,0,Yes,7,15,22,Fully Furnished,North,Yes,Yes,No,Yes,Yes,Yes,10.74,6.11,1.55,5.17,13.93,12.31,72681495
Noida,Sector 150,1170,3,3,3,Yes,1,28,14,Unfurnished,East,Yes,Yes,Yes,No,No,No,1.76,1.49,5.41,3.31,1.28,17,9835876
Faridabad,NIT,3195,5,5,1,No,16,20,7,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,1.72,0.22,2.66,3.62,4.45,6.58,29456589
Ghaziabad,Indirapuram,1384,3,3,0,Yes,21,29,9,Fully Furnished,East,Yes,Yes,No,Yes,Yes,No,5.84,0.58,3.48,4.55,1.27,6.47,11054098
Faridabad,Green Fields,3104,1,2,2,No,23,25,7,Fully Furnished,East,Yes,Yes,No,No,No,Yes,6.53,3.31,1.02,3.66,11.11,4.28,21881391
Greater Noida,Gamma 1,3912,2,1,2,No,9,10,25,Unfurnished,South,No,Yes,No,No,No,No,6.21,6.16,1.18,5.68,8.85,12.21,24117783
Delhi,Pitampura,2122,1,1,3,No,23,26,0,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,6.15,0.6,1.57,3.49,4.23,1.39,31754811
Gurugram,Golf Course Road,3567,4,4,3,No,22,23,3,Semi-Furnished,West,No,Yes,No,No,Yes,No,10.55,7.55,1.09,0.92,0.76,12.75,37977824
Ghaziabad,Indirapuram,1215,5,4,2,No,8,13,2,Fully Furnished,East,Yes,Yes,Yes,Yes,Yes,No,4.65,2.96,4.52,1.6,13.51,12.04,9835706
Delhi,Janakpuri,2184,3,3,2,Yes,21,29,15,Semi-Furnished,East,No,Yes,Yes,No,Yes,Yes,1.33,2.98,2.82,1.87,14.34,14.24,40317361
Faridabad,Sector 21,2044,5,5,2,No,8,27,15,Fully Furnished,West,No,Yes,Yes,No,Yes,Yes,10.73,7.24,2.46,8.31,0.68,3.33,19148829
Delhi,Rohini,3046,5,5,3,Yes,23,25,16,Semi-Furnished,South,No,Yes,No,No,No,No,3.28,5.36,2.15,5.69,1.31,8.69,53373072
Delhi,Dwarka,1115,1,1,3,No,4,7,18,Fully Furnished,North,Yes,Yes,Yes,No,No,No,8.41,0.86,2.08,4.51,8.1,17.01,13723778
Noida,Sector 78,2676,5,5,3,Yes,8,21,7,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,7.5,0.58,0.65,6.14,12.38,13,31542201
Gurugram,DLF Phase 1,1352,2,1,1,No,20,28,23,Fully Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,8.7,0.57,1.03,3.61,13.56,18.14,21701994
Faridabad,Sector 21,2410,4,4,1,Yes,2,25,21,Semi-Furnished,North,No,Yes,No,Yes,No,No,2.77,6.45,5.16,1.24,13.29,15.38,15022185
Delhi,Saket,3801,5,5,0,No,6,30,22,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,10.82,6.02,3.78,8.31,8.21,8.07,58673698
Greater Noida,Knowledge Park,1259,3,3,3,No,1,18,12,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,5.84,3.86,1.13,7.76,4.05,12.59,10617303
Gurugram,DLF Phase 3,992,2,2,2,No,14,24,22,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,8.94,3.28,2.78,5.89,3.38,2.44,12824969
Delhi,Saket,3902,5,5,1,Yes,1,25,23,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,6.9,6.27,3.73,6.49,2.38,0.56,41505849
Faridabad,Sector 37,1425,3,3,2,No,14,26,1,Semi-Furnished,North,No,Yes,No,No,Yes,No,4.27,0.35,5.79,4.07,9.63,17.15,8602629
Gurugram,Sohna Road,2575,3,3,2,Yes,1,27,22,Unfurnished,West,Yes,Yes,Yes,No,Yes,Yes,7.53,7.06,0.89,3.16,6.77,17.85,44421149
Faridabad,Sector 37,4183,3,3,1,No,0,1,1,Semi-Furnished,East,Yes,Yes,No,Yes,No,Yes,1.99,1.21,3.17,3.93,4.57,16.62,30884709
Ghaziabad,Indirapuram,2833,5,5,0,Yes,22,29,25,Unfurnished,South,No,Yes,No,No,No,No,11.59,1.42,1.22,4.6,2.06,13.82,26082559
Ghaziabad,Raj Nagar,3935,2,2,1,Yes,25,30,17,Semi-Furnished,East,No,Yes,No,Yes,No,Yes,5.06,3.79,1.77,2.37,4.39,4.2,31276734
Faridabad,Sector 15,1752,5,5,3,Yes,8,30,23,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,6.8,3.08,0.9,1.52,4.38,14.6,16065931
Noida,Sector 150,498,1,1,0,No,25,26,22,Fully Furnished,North,Yes,Yes,Yes,No,No,No,9.31,7.92,4.71,5.04,2.71,1.79,3934313
Noida,Sector 150,1200,1,1,1,Yes,3,24,3,Unfurnished,South,No,Yes,No,No,Yes,No,2.4,2.58,3.51,4.23,7.85,10.66,12581708
Ghaziabad,Vaishali,3203,1,1,0,Yes,13,19,20,Unfurnished,South,Yes,Yes,Yes,No,No,Yes,0.33,7.13,4.33,7.43,13.58,18.1,23068676
Greater Noida,Alpha 1,3297,4,4,3,Yes,25,26,14,Fully Furnished,East,No,Yes,No,No,Yes,Yes,7.85,4.07,5.53,7.46,13.12,6.56,21563947
Delhi,Pitampura,4373,4,3,0,Yes,8,14,15,Semi-Furnished,West,No,Yes,No,Yes,No,No,9.97,2.35,1.98,7.33,12.26,11.25,68783363
Gurugram,Golf Course Road,569,1,1,2,Yes,6,27,24,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,9.36,6.43,5.61,9.08,7.16,19.93,5291017
Greater Noida,Gamma 1,2165,1,1,2,No,0,16,9,Fully Furnished,South,No,Yes,No,Yes,No,Yes,4.11,6.66,2.59,8.91,6.72,9.27,13712689
Noida,Sector 50,4147,1,2,3,Yes,18,21,10,Semi-Furnished,West,No,Yes,No,Yes,No,No,11.59,4.24,3.24,4.99,7.04,9.71,49260846
Gurugram,DLF Phase 3,1513,3,3,3,Yes,17,22,3,Semi-Furnished,North,No,Yes,No,No,Yes,Yes,6.63,3.81,2.34,7.5,9.66,13.1,19158149
Faridabad,Sector 15,1494,1,2,0,Yes,1,22,16,Fully Furnished,South,Yes,Yes,No,Yes,No,Yes,1.17,2.85,4.08,1.42,9.96,13.74,12920395
Ghaziabad,Kaushambi,3201,2,2,0,Yes,18,24,15,Semi-Furnished,South,No,Yes,Yes,No,Yes,Yes,3.25,7.1,3.76,8.23,0.45,12.92,27831508
Delhi,Dwarka,1097,4,3,0,No,13,25,1,Semi-Furnished,North,No,Yes,Yes,No,No,No,0.43,1.36,2.17,3.36,9.31,6.67,16503736
